suite,episode_index,decision_index,packet_count,packet_priority,packet_deadline,candidate_degree,best_candidate_slack,best_candidate_slack_ratio,feasible_candidate_fraction,any_feasible_candidate,max_candidate_path_length,target_next_hop,base_predicted_next_hop,best_candidate_cost,second_best_candidate_cost,oracle_action_gap,oracle_action_gap_ratio,model_top1_score,model_top2_score,base_model_margin,predicted_score,target_score,base_predicted_cost_to_go,predicted_slack,base_predicted_on_time,base_predicted_continuation_gap,strictly_suboptimal,base_target_match,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,deadline_miss,regret,solved,slack_band,packet_band,load_percentile,load_band,depth_band,hard_condition_count,hard_feasible_case,large_gap_hard_feasible_case,oracle_near_tie_case,model_near_tie_case,hard_near_tie_intersection_case,baseline_error_hard_near_tie_case,gap_bucket,baseline_error,depth_load_regime,critical_packet_proxy,perturb_flip_rate,effective_tie_under_perturbation,stable_near_tie_case,high_headroom_near_tie_case,decodable_near_tie_case,weakly_decodable_near_tie_case,compute_predicted_next_hop,compute_target_match,compute_predicted_continuation_gap,compute_predicted_on_time,compute_predicted_cost_to_go,compute_model_margin,action_changed,delta_regret,delta_cost_to_go,delta_miss,helpful_compute,harmful_compute,neutral_compute,helpfulness,compute_recovers_baseline_error,compute_breaks_baseline_success,teacher_next_hop,source_name,seed,teacher_policy,teacher_target_match,teacher_predicted_continuation_gap,teacher_predicted_on_time,teacher_predicted_cost_to_go,teacher_model_margin,teacher_regret_gain,teacher_miss_gain,stable_positive_teacher_case,unstable_positive_teacher_case,harmful_teacher_case,neutral_teacher_case,stable_positive_family,stable_positive_signature
a1_multiheavy_mixed_compute_round9_eval_seed314,1,11,6,3.0,26.64298954236404,3,6.693308830261231,0.2512221393030405,0.3333333333333333,True,10,4,4,19.94968032836914,19.94968032836914,0.0,0.0,-8.506434440612793,-8.910152435302734,0.4037179946899414,-8.506434440612793,-8.506434440612793,19.94968032836914,6.693308830261231,True,0.0,False,True,4,2.144439280033112,3.358862400054932,5.672569274902344,5.931585788726807,True,2.154719110098,True,loose,5+,0.2052980132450331,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,0.0,False,True,False,False,True,10,False,7.20341682434082,False,27.15309715270996,0.0041666030883789,True,7.20341682434082,7.20341682434082,1,False,True,False,harmful,False,True,10,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,False,7.20341682434082,False,27.15309715270996,0.0041666030883789,-7.20341682434082,-1.0,False,False,True,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_low_load|loose|5+|low_load|4|near_tie|False|0|0
a1_multiheavy_mixed_compute_round9_eval_seed314,1,37,6,1.0,29.909473747867867,5,14.62624454498291,0.4890171143858912,1.0,True,7,0,0,15.283228874206545,15.656018257141112,0.3727893829345703,0.0243920565479278,3.0664782524108887,2.7584502696990967,0.308027982711792,3.0664782524108887,3.0664782524108887,15.283228874206545,14.62624454498291,True,0.0,False,True,4,2.144439280033112,3.358862400054932,5.672569274902344,5.931585788726807,True,2.154719110098,True,loose,5+,0.2052980132450331,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,0.21875,False,True,False,False,True,1,False,0.3727893829345703,True,15.656018257141112,0.1795146465301513,True,0.3727893829345703,0.3727893829345703,0,False,True,False,harmful,False,True,1,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,False,0.3727893829345703,True,15.656018257141112,0.1795146465301513,-0.3727893829345703,0.0,False,False,True,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_low_load|loose|5+|low_load|4|near_tie|False|0|0
a1_multiheavy_mixed_compute_round9_eval_seed314,13,275,4,2.0,38.96485021346863,3,9.363606452941896,0.2403090580778175,0.3333333333333333,True,10,4,4,29.60124397277832,29.60124397277832,0.0,0.0,-9.444292068481444,-9.464231491088867,0.0199394226074218,-9.444292068481444,-9.444292068481444,29.60124397277832,9.363606452941896,True,0.0,False,True,4,1.075465053319931,4.741977691650391,5.827426433563232,6.120354175567627,True,18.604860416358548,True,loose,4,0.9308314937454012,high_load,4,2,True,False,True,True,True,False,near_tie,False,d4_high_load,False,0.0,False,True,False,False,True,10,False,11.939687728881836,False,41.54093170166016,0.1922502517700195,True,11.939687728881836,11.939687728881836,1,False,True,False,harmful,False,True,10,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,False,11.939687728881836,False,41.54093170166016,0.1922502517700195,-11.939687728881836,-1.0,False,False,True,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_high_load|loose|4|high_load|4|near_tie|False|0|0
a1_multiheavy_mixed_compute_round9_eval_seed314,16,360,6,3.0,40.82328244793547,3,9.562132835388184,0.2342323365981993,0.3333333333333333,True,10,21,21,31.261150360107425,31.261150360107425,0.0,0.0,-11.581853866577148,-12.861507415771484,1.279653549194336,-11.581853866577148,-11.581853866577148,31.261150360107425,9.562132835388184,True,0.0,False,True,4,4.56014296412468,4.852158546447754,6.161897659301758,6.300517559051514,True,33.611035704348865,True,loose,5+,0.97682119205298,high_load,4,3,True,False,True,True,True,False,near_tie,False,d4_high_load,False,0.0,False,True,False,False,True,30,False,9.58456802368164,False,40.84571838378906,0.1918368339538574,True,9.58456802368164,9.58456802368164,1,False,True,False,harmful,False,True,30,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,False,9.58456802368164,False,40.84571838378906,0.1918368339538574,-9.58456802368164,-1.0,False,False,True,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_high_load|loose|5+|high_load|4|near_tie|False|0|0
a1_multiheavy_mixed_compute_round9_eval_seed314,25,545,5,3.0,31.49116109553745,5,8.74980354309082,0.2778495056611532,1.0,True,9,0,0,22.741357803344727,23.512954711914062,0.7715969085693359,0.0339292365584192,2.339097738265991,2.192689657211304,0.1464080810546875,2.339097738265991,2.339097738265991,22.741357803344727,8.74980354309082,True,0.0,False,True,4,0.9036216735839844,4.114880084991455,6.01409387588501,6.290836334228516,True,0.7236173214802761,True,loose,5+,0.6405445180279618,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,0.203125,False,True,False,False,True,1,False,0.7715969085693359,True,23.512954711914062,0.4604104980826378,True,0.7715969085693359,0.7715969085693359,0,False,True,False,harmful,False,True,1,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,False,0.7715969085693359,True,23.512954711914062,0.4604104980826378,-0.7715969085693359,0.0,False,False,True,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_mid_load|loose|5+|mid_load|4|near_tie|False|0|0
a1_multiheavy_mixed_compute_round9_eval_seed314,32,692,6,1.0,32.00146187044428,3,7.79338264465332,0.2435320822593759,0.3333333333333333,True,9,29,29,24.20807838439941,24.20807838439941,0.0,0.0,-8.438445091247559,-12.169095993041992,3.7306509017944336,-8.438445091247559,-8.438445091247559,24.20807838439941,7.79338264465332,True,0.0,False,True,4,0.2777428328990936,3.608978271484375,4.156291484832764,4.492233276367188,True,6.076662053267199,True,loose,5+,0.340691685062546,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,0.0,False,True,False,False,True,40,False,9.314176559448242,False,33.522254943847656,0.1168274879455566,True,9.314176559448242,9.314176559448242,1,False,True,False,harmful,False,True,40,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,False,9.314176559448242,False,33.522254943847656,0.1168274879455566,-9.314176559448242,-1.0,False,False,True,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_mid_load|loose|5+|mid_load|4|near_tie|False|0|0
a1_multiheavy_mixed_compute_round9_eval_seed314,40,852,6,3.0,26.0681305135725,5,8.509016990661621,0.3264145461536399,0.6,True,8,0,0,17.559114456176758,19.270893096923828,1.7117786407470703,0.0974866155704634,2.3870389461517334,2.3661606311798096,0.0208783149719238,2.3870389461517334,2.3870389461517334,17.559114456176758,8.509016990661621,True,0.0,False,True,4,0.0234061777591705,4.133617401123047,5.064406394958496,5.514710903167725,True,2.524383194468726,True,loose,5+,0.6721854304635762,high_load,4,3,True,False,True,True,True,False,near_tie,False,d4_high_load,False,0.0,False,True,False,False,True,1,False,1.7117786407470703,True,19.270893096923828,0.6376223564147949,True,1.7117786407470703,1.7117786407470703,0,False,True,False,harmful,False,True,1,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,False,1.7117786407470703,True,19.270893096923828,0.6376223564147949,-1.7117786407470703,0.0,False,False,True,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_high_load|loose|5+|high_load|4|near_tie|False|0|0
a1_multiheavy_mixed_compute_round9_eval_seed314,47,1031,4,3.0,33.60463999090585,3,7.33976936340332,0.2184153547066602,0.3333333333333333,True,10,52,52,26.264869689941406,26.264869689941406,0.0,0.0,-8.77020263671875,-11.295625686645508,2.525423049926758,-8.77020263671875,-8.77020263671875,26.264869689941406,7.33976936340332,True,0.0,False,True,4,0.7853751331567764,4.139580249786377,5.302955150604248,5.998647689819336,True,7.557841830449377,True,loose,4,0.702354672553348,high_load,4,2,True,False,True,True,True,False,near_tie,False,d4_high_load,False,0.0,False,True,False,False,True,61,False,10.82280731201172,False,37.087677001953125,0.1578626632690429,True,10.82280731201172,10.82280731201172,1,False,True,False,harmful,False,True,61,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,False,10.82280731201172,False,37.087677001953125,0.1578626632690429,-10.82280731201172,-1.0,False,False,True,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_high_load|loose|4|high_load|4|near_tie|False|0|0
a1_multiheavy_mixed_compute_round9_eval_seed314,52,1158,5,1.0,34.48623676595081,5,8.086504936218262,0.2344849915373279,0.6,True,9,1,1,26.39973258972168,29.782676696777344,3.382944107055664,0.1281431202213298,3.02083420753479,2.8392655849456787,0.1815686225891113,3.02083420753479,3.02083420753479,26.39973258972168,8.086504936218262,True,0.0,False,True,4,1.3607040643692017,4.734311103820801,6.210451602935791,6.3838372230529785,True,-0.4165629579608492,True,loose,5+,0.9054451802796174,high_load,4,3,True,False,True,True,True,False,near_tie,False,d4_high_load,False,0.0,False,True,False,False,True,0,False,3.382944107055664,True,29.782676696777344,0.0449398756027221,True,3.382944107055664,3.382944107055664,0,False,True,False,harmful,False,True,0,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,False,3.382944107055664,True,29.782676696777344,0.0449398756027221,-3.382944107055664,0.0,False,False,True,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_high_load|loose|5+|high_load|4|near_tie|False|0|0
a1_multiheavy_mixed_compute_round9_eval_seed314,58,1258,5,2.0,24.917881671819345,5,6.508110523223877,0.261182335197625,0.6,True,8,0,0,18.40977096557617,19.61885643005371,1.209085464477539,0.0656762904187329,1.9642267227172847,1.8871586322784424,0.0770680904388427,1.9642267227172847,1.9642267227172847,18.40977096557617,6.508110523223877,True,0.0,False,True,4,0.7712978720664978,4.033781051635742,6.285543441772461,6.434257984161377,True,5.8301054969126085,True,loose,5+,0.5728476821192053,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,0.0,False,True,False,False,True,1,False,1.209085464477539,True,19.61885643005371,0.1974777281284332,True,1.209085464477539,1.209085464477539,0,False,True,False,harmful,False,True,1,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,False,1.209085464477539,True,19.61885643005371,0.1974777281284332,-1.209085464477539,0.0,False,False,True,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_mid_load|loose|5+|mid_load|4|near_tie|False|0|0
