suite,episode_index,decision_index,packet_count,packet_priority,packet_deadline,candidate_degree,best_candidate_slack,best_candidate_slack_ratio,feasible_candidate_fraction,any_feasible_candidate,max_candidate_path_length,target_next_hop,base_predicted_next_hop,best_candidate_cost,second_best_candidate_cost,oracle_action_gap,oracle_action_gap_ratio,model_top1_score,model_top2_score,base_model_margin,predicted_score,target_score,base_predicted_cost_to_go,predicted_slack,base_predicted_on_time,base_predicted_continuation_gap,strictly_suboptimal,base_target_match,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,deadline_miss,regret,solved,slack_band,packet_band,load_percentile,load_band,depth_band,hard_condition_count,hard_feasible_case,large_gap_hard_feasible_case,oracle_near_tie_case,model_near_tie_case,hard_near_tie_intersection_case,baseline_error_hard_near_tie_case,gap_bucket,baseline_error,depth_load_regime,critical_packet_proxy,perturb_flip_rate,effective_tie_under_perturbation,stable_near_tie_case,high_headroom_near_tie_case,decodable_near_tie_case,weakly_decodable_near_tie_case,compute_predicted_next_hop,compute_target_match,compute_predicted_continuation_gap,compute_predicted_on_time,compute_predicted_cost_to_go,compute_model_margin,action_changed,delta_regret,delta_cost_to_go,delta_miss,helpful_compute,harmful_compute,neutral_compute,helpfulness,compute_recovers_baseline_error,compute_breaks_baseline_success,teacher_next_hop,source_name,seed,teacher_regret_gain,teacher_miss_gain,stable_positive_teacher_case,unstable_positive_teacher_case,harmful_teacher_case,neutral_teacher_case,stable_positive_family,stable_positive_signature,signature_fine,signature_coarse,available_teacher_count,positive_teacher_count,harmful_teacher_count,safe_positive_teacher_count,safe_harmful_teacher_count,positive_teacher_names,harmful_teacher_names,safe_positive_teacher_names,safe_harmful_teacher_names,best_safe_teacher_name,best_safe_teacher_action,best_safe_teacher_gain,best_safe_teacher_target_match,best_safe_teacher_helpful,best_safe_teacher_delta_regret,best_safe_teacher_delta_miss,committee_action,committee_support,committee_mean_gain,stable_positive_v2_case,stable_positive_v2_committee_case,stable_positive_v2_strict_case,unstable_positive_v2_case,harmful_teacher_bank_case
a1_multiheavy_mixed_compute_round9_eval_seed314,0,2,1,1.0,28.08979788169255,3,5.194799423217773,0.1849354504114631,0.3333333333333333,True,10,36,36,22.89499855041504,22.89499855041504,0.0,0.0,-7.842726230621338,-9.992481231689451,2.1497550010681152,-7.842726230621338,-7.842726230621338,22.89499855041504,5.194799423217773,True,0.0,False,True,4,0.2868869304656982,2.649733304977417,3.714341163635254,4.265789031982422,True,0.0,True,moderate,1,0.0463576158940397,low_load,4,1,False,False,False,False,False,False,near_tie,False,d4_low_load,False,0.0,False,False,False,False,False,45,False,6.954051971435547,False,29.849050521850582,0.0333666801452636,True,6.954051971435547,6.954051971435547,1,False,True,False,harmful,False,True,36,reports/plots/round10_helpfulness_seed314_decisions.csv,314,-6.954051971435547,-1.0,False,False,False,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_low_load|moderate|1|low_load|4|near_tie|False|0|0,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_low_load|moderate|1|low_load|4|near_tie|False|0|0,d4_low_load|moderate|1|low_load|4|near_tie|0|0,1,0,1,0,1,,compute5,,compute5,none,-1,0.0,0.0,False,0.0,0.0,-1,0,0.0,False,False,False,False,True
a1_multiheavy_mixed_compute_round9_eval_seed314,1,11,6,3.0,26.64298954236404,3,6.693308830261231,0.2512221393030405,0.3333333333333333,True,10,4,4,19.94968032836914,19.94968032836914,0.0,0.0,-8.506434440612793,-8.910152435302734,0.4037179946899414,-8.506434440612793,-8.506434440612793,19.94968032836914,6.693308830261231,True,0.0,False,True,4,2.144439280033112,3.358862400054932,5.672569274902344,5.931585788726807,True,2.154719110098,True,loose,5+,0.2052980132450331,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,0.0,False,True,False,False,True,10,False,7.20341682434082,False,27.15309715270996,0.0041666030883789,True,7.20341682434082,7.20341682434082,1,False,True,False,harmful,False,True,4,reports/plots/round10_helpfulness_seed314_decisions.csv,314,-7.20341682434082,-1.0,False,False,True,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_low_load|loose|5+|low_load|4|near_tie|False|0|0,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_low_load|loose|5+|low_load|4|near_tie|False|0|0,d4_low_load|loose|5+|low_load|4|near_tie|0|0,1,0,1,0,1,,compute5,,compute5,none,-1,0.0,0.0,False,0.0,0.0,-1,0,0.0,False,False,False,False,True
a1_multiheavy_mixed_compute_round9_eval_seed314,1,37,6,1.0,29.909473747867867,5,14.62624454498291,0.4890171143858912,1.0,True,7,0,0,15.283228874206545,15.656018257141112,0.3727893829345703,0.0243920565479278,3.0664782524108887,2.7584502696990967,0.308027982711792,3.0664782524108887,3.0664782524108887,15.283228874206545,14.62624454498291,True,0.0,False,True,4,2.144439280033112,3.358862400054932,5.672569274902344,5.931585788726807,True,2.154719110098,True,loose,5+,0.2052980132450331,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,0.21875,False,True,False,False,True,1,False,0.3727893829345703,True,15.656018257141112,0.1795146465301513,True,0.3727893829345703,0.3727893829345703,0,False,True,False,harmful,False,True,0,reports/plots/round10_helpfulness_seed314_decisions.csv,314,-0.3727893829345703,0.0,False,False,True,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_low_load|loose|5+|low_load|4|near_tie|False|0|0,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_low_load|loose|5+|low_load|4|near_tie|False|0|0,d4_low_load|loose|5+|low_load|4|near_tie|0|0,1,0,1,0,1,,compute5,,compute5,none,-1,0.0,0.0,False,0.0,0.0,-1,0,0.0,False,False,False,False,True
a1_multiheavy_mixed_compute_round9_eval_seed314,1,52,6,1.0,33.71257620614162,3,10.701228141784668,0.3174254045834433,1.0,True,9,52,52,23.011348724365234,30.230318069458008,7.218969345092773,0.3137134390323272,-9.563645362854004,-12.18596076965332,2.6223154067993164,-9.563645362854004,-9.563645362854004,23.011348724365234,10.701228141784668,True,0.0,False,True,4,2.144439280033112,3.358862400054932,5.672569274902344,5.931585788726807,True,2.154719110098,True,loose,5+,0.2052980132450331,low_load,4,2,True,True,False,True,False,False,large_gap,False,d4_low_load,False,0.0,False,False,False,False,False,60,False,7.218969345092773,True,30.230318069458008,0.2358922958374023,True,7.218969345092773,7.218969345092773,0,False,True,False,harmful,False,True,52,reports/plots/round10_helpfulness_seed314_decisions.csv,314,-7.218969345092773,0.0,False,False,False,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_low_load|loose|5+|low_load|4|large_gap|False|0|0,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_low_load|loose|5+|low_load|4|large_gap|False|0|0,d4_low_load|loose|5+|low_load|4|large_gap|0|0,1,0,1,0,1,,compute5,,compute5,none,-1,0.0,0.0,False,0.0,0.0,-1,0,0.0,False,False,False,False,True
a1_multiheavy_mixed_compute_round9_eval_seed314,4,114,1,2.0,30.58671422934611,3,8.603147506713867,0.2812707321945574,0.3333333333333333,True,10,20,20,21.983566284179688,21.983566284179688,0.0,0.0,-10.918906211853027,-13.117938041687012,2.1990318298339844,-10.918906211853027,-10.918906211853027,21.983566284179688,8.603147506713867,True,0.0,False,True,4,1.112588346004486,4.047878265380859,5.120066165924072,5.468538761138916,False,0.0,True,loose,1,0.5967623252391464,mid_load,4,1,False,False,False,False,False,False,near_tie,False,d4_mid_load,False,0.0,False,False,False,False,False,29,False,12.08492660522461,False,34.0684928894043,0.0089316368103027,True,12.08492660522461,12.08492660522461,1,False,True,False,harmful,False,True,20,reports/plots/round10_helpfulness_seed314_decisions.csv,314,-12.08492660522461,-1.0,False,False,False,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_mid_load|loose|1|mid_load|4|near_tie|False|0|0,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_mid_load|loose|1|mid_load|4|near_tie|False|0|0,d4_mid_load|loose|1|mid_load|4|near_tie|0|0,1,0,1,0,1,,compute5,,compute5,none,-1,0.0,0.0,False,0.0,0.0,-1,0,0.0,False,False,False,False,True
a1_multiheavy_mixed_compute_round9_eval_seed314,4,116,1,2.0,30.58671422934611,5,15.998109817504885,0.5230411379773399,1.0,True,8,0,0,14.588604927062988,17.443588256835938,2.854983329772949,0.1956995438595183,3.4327661991119385,3.2395989894866943,0.1931672096252441,3.4327661991119385,3.4327661991119385,14.588604927062988,15.998109817504885,True,0.0,False,True,4,1.112588346004486,4.047878265380859,5.120066165924072,5.468538761138916,False,0.0,True,loose,1,0.5967623252391464,mid_load,4,1,False,False,False,False,False,False,near_tie,False,d4_mid_load,False,0.0,False,False,False,False,False,1,False,2.854983329772949,True,17.443588256835938,0.3860690593719482,True,2.854983329772949,2.854983329772949,0,False,True,False,harmful,False,True,0,reports/plots/round10_helpfulness_seed314_decisions.csv,314,-2.854983329772949,0.0,False,False,False,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_mid_load|loose|1|mid_load|4|near_tie|False|0|0,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_mid_load|loose|1|mid_load|4|near_tie|False|0|0,d4_mid_load|loose|1|mid_load|4|near_tie|0|0,1,0,1,0,1,,compute5,,compute5,none,-1,0.0,0.0,False,0.0,0.0,-1,0,0.0,False,False,False,False,True
a1_multiheavy_mixed_compute_round9_eval_seed314,6,153,1,2.0,32.14211089777102,5,13.213253021240234,0.411088526925484,1.0,True,9,0,0,18.928857803344727,18.95908737182617,0.0302295684814453,0.0015970096450354,2.441577196121216,2.408527612686157,0.0330495834350585,2.441577196121216,2.441577196121216,18.928857803344727,13.213253021240234,True,0.0,False,True,4,0.2344488948583603,3.2774691581726074,5.692126750946045,6.002596378326416,False,0.0,True,loose,1,0.1629874908020603,low_load,4,1,False,False,False,False,False,False,near_tie,False,d4_low_load,False,0.4375,True,False,False,False,False,1,False,0.0302295684814453,True,18.95908737182617,0.5448959469795227,True,0.0302295684814453,0.0302295684814453,0,False,True,False,harmful,False,True,0,reports/plots/round10_helpfulness_seed314_decisions.csv,314,-0.0302295684814453,0.0,False,False,False,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_low_load|loose|1|low_load|4|near_tie|False|0|0,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_low_load|loose|1|low_load|4|near_tie|False|0|0,d4_low_load|loose|1|low_load|4|near_tie|0|0,1,0,1,0,1,,compute5,,compute5,none,-1,0.0,0.0,False,0.0,0.0,-1,0,0.0,False,False,False,False,True
a1_multiheavy_mixed_compute_round9_eval_seed314,9,211,1,1.0,33.86261707133302,3,10.456119537353516,0.3087806094646277,1.0,True,10,52,52,23.406497955322266,30.77438735961914,7.367889404296875,0.3147796572712636,-9.133233070373535,-14.236709594726562,5.103476524353027,-9.133233070373535,-9.133233070373535,23.406497955322266,10.456119537353516,True,0.0,False,True,4,1.3041828125715256,3.5006375312805176,5.445281505584717,5.790855407714844,False,0.0,True,loose,1,0.2913907284768212,low_load,4,1,False,False,False,False,False,False,large_gap,False,d4_low_load,False,0.0,False,False,False,False,False,58,False,7.367889404296875,True,30.77438735961914,0.0480070114135742,True,7.367889404296875,7.367889404296875,0,False,True,False,harmful,False,True,52,reports/plots/round10_helpfulness_seed314_decisions.csv,314,-7.367889404296875,0.0,False,False,False,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_low_load|loose|1|low_load|4|large_gap|False|0|0,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_low_load|loose|1|low_load|4|large_gap|False|0|0,d4_low_load|loose|1|low_load|4|large_gap|0|0,1,0,1,0,1,,compute5,,compute5,none,-1,0.0,0.0,False,0.0,0.0,-1,0,0.0,False,False,False,False,True
a1_multiheavy_mixed_compute_round9_eval_seed314,13,275,4,2.0,38.96485021346863,3,9.363606452941896,0.2403090580778175,0.3333333333333333,True,10,4,4,29.60124397277832,29.60124397277832,0.0,0.0,-9.444292068481444,-9.464231491088867,0.0199394226074218,-9.444292068481444,-9.444292068481444,29.60124397277832,9.363606452941896,True,0.0,False,True,4,1.075465053319931,4.741977691650391,5.827426433563232,6.120354175567627,True,18.604860416358548,True,loose,4,0.9308314937454012,high_load,4,2,True,False,True,True,True,False,near_tie,False,d4_high_load,False,0.0,False,True,False,False,True,10,False,11.939687728881836,False,41.54093170166016,0.1922502517700195,True,11.939687728881836,11.939687728881836,1,False,True,False,harmful,False,True,4,reports/plots/round10_helpfulness_seed314_decisions.csv,314,-11.939687728881836,-1.0,False,False,True,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_high_load|loose|4|high_load|4|near_tie|False|0|0,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_high_load|loose|4|high_load|4|near_tie|False|0|0,d4_high_load|loose|4|high_load|4|near_tie|0|0,1,0,1,0,1,,compute5,,compute5,none,-1,0.0,0.0,False,0.0,0.0,-1,0,0.0,False,False,False,False,True
a1_multiheavy_mixed_compute_round9_eval_seed314,15,327,1,2.0,40.704661661422506,3,9.77642059326172,0.2401793847245569,1.0,True,11,44,44,30.92823982238769,38.2359619140625,7.307722091674805,0.2362799219626149,-11.963632583618164,-13.36862564086914,1.4049930572509766,-11.963632583618164,-11.963632583618164,30.92823982238769,9.77642059326172,True,0.0,False,True,4,0.6273872703313828,4.37948751449585,5.849887371063232,6.112327575683594,False,0.0,True,loose,1,0.8142016188373804,high_load,4,2,True,False,False,True,False,False,large_gap,False,d4_high_load,False,0.0,False,False,False,False,False,50,False,9.12910270690918,True,40.05734252929688,0.1474199295043945,True,9.12910270690918,9.12910270690918,0,False,True,False,harmful,False,True,44,reports/plots/round10_helpfulness_seed314_decisions.csv,314,-9.12910270690918,0.0,False,False,False,False,none,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_high_load|loose|1|high_load|4|large_gap|False|0|0,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_high_load|loose|1|high_load|4|large_gap|False|0|0,d4_high_load|loose|1|high_load|4|large_gap|0|0,1,0,1,0,1,,compute5,,compute5,none,-1,0.0,0.0,False,0.0,0.0,-1,0,0.0,False,False,False,False,True
