suite,episode_index,decision_index,packet_count,packet_priority,packet_deadline,candidate_degree,best_candidate_slack,best_candidate_slack_ratio,feasible_candidate_fraction,any_feasible_candidate,max_candidate_path_length,target_next_hop,predicted_next_hop,best_candidate_cost,second_best_candidate_cost,oracle_action_gap,oracle_action_gap_ratio,model_top1_score,model_top2_score,model_margin,predicted_score,target_score,predicted_cost_to_go,predicted_slack,predicted_on_time,predicted_continuation_gap,strictly_suboptimal,target_match,row_in_suite,perturb_flip_rate,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,deadline_miss,regret,solved,slack_band,packet_band,load_percentile,load_band,depth_band,hard_condition_count,hard_feasible_case,large_gap_hard_feasible_case,oracle_near_tie_case,model_near_tie_case,hard_near_tie_intersection_case,baseline_error_hard_near_tie_case,gap_bucket,baseline_error,depth_load_regime,critical_packet_proxy,effective_tie_under_perturbation,local_regret_if_corrected
e3_memory_hubs_rsm_round8_multiheavy_seed313,0,0,1,2.0,21.49138453385195,1,0.7753522396087646,0.03607735175867688,1.0,True,8,5,5,20.716032028198242,20.716032028198242,0.0,0.0,-8.922891616821289,-8.922891616821289,0.0,-8.922891616821289,-8.922891616821289,20.716032028198242,0.7753522396087646,True,0.0,False,True,0,0.0,3,1.6127947568893433,2.0572876930236816,3.0439987182617188,3.3765146732330322,False,0.0,True,very_tight,1,0.19663187855787476,low_load,3,1,False,False,False,False,False,False,near_tie,False,d3_low_load,True,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed313,0,1,1,2.0,21.49138453385195,3,3.204411029815674,0.14910212158589767,0.3333333333333333,True,9,2,2,18.28697395324707,18.28697395324707,0.0,0.0,-0.5198798775672913,-11.723963737487793,11.204083859920502,-0.5198798775672913,-0.5198798775672913,18.28697395324707,3.204411029815674,True,0.0,False,True,1,0.0,3,1.6127947568893433,2.0572876930236816,3.0439987182617188,3.3765146732330322,False,0.0,True,moderate,1,0.19663187855787476,low_load,3,0,False,False,False,False,False,False,near_tie,False,d3_low_load,False,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed313,0,2,1,2.0,21.49138453385195,5,6.358980655670166,0.29588510901444615,0.4,True,8,1,1,15.132404327392578,19.443572998046875,4.311168670654297,0.28489647628898257,-2.3490822315216064,-2.861816883087158,0.5127346515655518,-2.3490822315216064,-2.3490822315216064,15.132404327392578,6.358980655670166,True,0.0,False,True,2,0.0,3,1.6127947568893433,2.0572876930236816,3.0439987182617188,3.3765146732330322,False,0.0,True,loose,1,0.19663187855787476,low_load,3,0,False,False,False,False,False,False,medium_gap,False,d3_low_load,False,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed313,0,3,1,2.0,21.49138453385195,5,9.82483959197998,0.457152473192431,1.0,True,7,10,10,11.666544914245605,13.56986141204834,1.9033164978027344,0.1631431166461856,2.5773818492889404,-4.434149265289307,7.011531114578247,2.5773818492889404,2.5773818492889404,11.666544914245605,9.82483959197998,True,0.0,False,True,3,0.0,3,1.6127947568893433,2.0572876930236816,3.0439987182617188,3.3765146732330322,False,0.0,True,loose,1,0.19663187855787476,low_load,3,0,False,False,False,False,False,False,near_tie,False,d3_low_load,False,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed313,0,4,1,2.0,21.49138453385195,5,13.801410675048828,0.6421834132328547,1.0,True,6,13,13,7.689974308013916,12.320521354675293,4.630547046661377,0.6021537733664165,5.258669376373291,-2.5425591468811035,7.8012285232543945,5.258669376373291,5.258669376373291,7.689974308013916,13.801410675048828,True,0.0,False,True,4,0.0,3,1.6127947568893433,2.0572876930236816,3.0439987182617188,3.3765146732330322,False,0.0,True,loose,1,0.19663187855787476,low_load,3,0,False,False,False,False,False,False,medium_gap,False,d3_low_load,False,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed313,0,5,1,2.0,21.49138453385195,3,15.993208885192871,0.7441683833817836,1.0,True,5,16,16,5.498175144195557,11.71373462677002,6.215559482574463,1.1304768072250757,4.053603649139404,1.8765522241592407,2.1770514249801636,4.053603649139404,4.053603649139404,5.498175144195557,15.993208885192871,True,0.0,False,True,5,0.0,3,1.6127947568893433,2.0572876930236816,3.0439987182617188,3.3765146732330322,False,0.0,True,loose,1,0.19663187855787476,low_load,3,0,False,False,False,False,False,False,medium_gap,False,d3_low_load,False,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed313,0,6,1,2.0,21.49138453385195,3,19.143291473388672,0.8907425877209213,1.0,True,4,22,22,2.3480935096740723,8.163494110107422,5.81540060043335,2.4766477895680388,5.912473201751709,4.000848293304443,1.9116249084472656,5.912473201751709,5.912473201751709,2.3480935096740723,19.143291473388672,True,0.0,False,True,6,0.0,3,1.6127947568893433,2.0572876930236816,3.0439987182617188,3.3765146732330322,False,0.0,True,loose,1,0.19663187855787476,low_load,3,0,False,False,False,False,False,False,medium_gap,False,d3_low_load,False,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed313,1,7,2,2.0,25.462005568651037,1,1.4806830883026123,0.0581526496139659,1.0,True,9,7,7,23.9813232421875,23.9813232421875,0.0,0.0,-8.60079574584961,-8.60079574584961,0.0,-8.60079574584961,-8.60079574584961,23.9813232421875,1.4806830883026123,True,0.0,False,True,7,0.0,3,0.9696250259876251,3.554116725921631,4.522820472717285,4.938016891479492,True,2.0120442452437004,True,tight,2,0.7135910815939279,high_load,3,1,False,False,False,False,False,False,near_tie,False,d3_high_load,False,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed313,1,8,2,2.0,25.462005568651037,3,3.9981703758239746,0.15702495881732678,0.3333333333333333,True,10,4,4,21.463834762573242,21.463834762573242,0.0,0.0,-6.378775119781494,-11.655784606933594,5.2770094871521,-6.378775119781494,-6.378775119781494,21.463834762573242,3.9981703758239746,True,0.0,False,True,8,0.0,3,0.9696250259876251,3.554116725921631,4.522820472717285,4.938016891479492,True,2.0120442452437004,True,moderate,2,0.7135910815939279,high_load,3,1,False,False,False,False,False,False,near_tie,False,d3_high_load,False,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed313,1,9,2,2.0,25.462005568651037,3,6.372914791107178,0.2502911553421992,0.3333333333333333,True,9,2,2,19.08909034729004,19.08909034729004,0.0,0.0,0.06885286420583725,-6.662927627563477,6.731780491769314,0.06885286420583725,0.06885286420583725,19.08909034729004,6.372914791107178,True,0.0,False,True,9,0.0,3,0.9696250259876251,3.554116725921631,4.522820472717285,4.938016891479492,True,2.0120442452437004,True,loose,2,0.7135910815939279,high_load,3,1,False,False,False,False,False,False,near_tie,False,d3_high_load,False,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed313,1,10,2,2.0,25.462005568651037,5,9.318154335021973,0.36596309390861714,1.0,True,8,0,1,16.14385223388672,17.046348571777344,0.902496337890625,0.05590340674676407,-1.7937926054000854,-2.1207315921783447,0.3269389867782593,-1.7937926054000854,-2.1207315921783447,17.046348571777344,8.415657043457031,True,0.902496337890625,True,False,10,0.09375,3,0.9696250259876251,3.554116725921631,4.522820472717285,4.938016891479492,True,2.0120442452437004,True,loose,2,0.7135910815939279,high_load,3,1,False,False,False,False,False,False,near_tie,True,d3_high_load,False,False,0.902496337890625
