suite,episode_index,decision_index,packet_count,packet_priority,packet_deadline,candidate_degree,best_candidate_slack,best_candidate_slack_ratio,feasible_candidate_fraction,any_feasible_candidate,max_candidate_path_length,target_next_hop,predicted_next_hop,best_candidate_cost,second_best_candidate_cost,oracle_action_gap,oracle_action_gap_ratio,model_top1_score,model_top2_score,model_margin,predicted_score,target_score,predicted_cost_to_go,predicted_slack,predicted_on_time,predicted_continuation_gap,strictly_suboptimal,target_match,row_in_suite,perturb_flip_rate,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,deadline_miss,regret,solved,slack_band,packet_band,load_percentile,load_band,depth_band,hard_condition_count,hard_feasible_case,large_gap_hard_feasible_case,oracle_near_tie_case,model_near_tie_case,hard_near_tie_intersection_case,baseline_error_hard_near_tie_case,gap_bucket,baseline_error,depth_load_regime,critical_packet_proxy,effective_tie_under_perturbation,local_regret_if_corrected
a1_multiheavy_ood_deeper_packets6_round8_eval,0,4,1,1.0,32.64236990517284,5,13.953852653503418,0.4274767026426028,1.0,True,9,0,1,18.68851661682129,19.51552391052246,0.8270072937011719,0.04425216354286746,-0.35033679008483887,-1.0561145544052124,0.7057777643203735,-0.35033679008483887,-1.0561145544052124,19.51552391052246,13.126846313476562,True,0.8270072937011719,True,False,4,0.046875,4,2.57051682472229,3.272797107696533,4.645450592041016,4.944639682769775,False,0.9618372477327384,True,loose,1,0.7060232717316907,high_load,4,2,True,False,True,True,True,True,near_tie,True,d4_high_load,False,False,0.8270072937011719
a1_multiheavy_ood_deeper_packets6_round8_eval,7,244,6,1.0,36.12347346065327,5,15.273512840270996,0.4228140701061692,1.0,True,9,0,1,20.849960327148438,22.422489166259766,1.5725288391113281,0.07542119094892284,-1.0751038789749146,-1.6401828527450562,0.5650789737701416,-1.0751038789749146,-1.6401828527450562,22.422489166259766,13.700984001159668,True,1.5725288391113281,True,False,244,0.015625,4,1.8607499301433563,2.7997663021087646,3.5893800258636475,3.779414176940918,True,3.7984537002087677,True,loose,5+,0.5463153091489847,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,False,1.5725288391113281
a1_multiheavy_ood_deeper_packets6_round8_eval,7,254,6,1.0,41.16143901429236,5,17.568525314331055,0.4268199979167587,1.0,True,9,0,1,23.592914581298828,23.612361907958984,0.01944732666015625,0.0008242867405441877,0.17189335823059082,-0.5364910960197449,0.7083844542503357,0.17189335823059082,-0.5364910960197449,23.612361907958984,17.5490779876709,True,0.01944732666015625,True,False,254,0.46875,4,1.8607499301433563,2.7997663021087646,3.5893800258636475,3.779414176940918,True,3.7984537002087677,True,loose,5+,0.5463153091489847,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,True,0.01944732666015625
a1_multiheavy_ood_deeper_packets6_round8_eval,10,334,6,3.0,32.38738162244583,5,15.713581085205078,0.48517602529235954,1.0,True,9,0,1,16.67380142211914,17.20406723022461,0.5302658081054688,0.03180233437361371,0.06482595950365067,-0.44273868203163147,0.5075646415352821,0.06482595950365067,-0.44273868203163147,17.20406723022461,15.183314323425293,True,0.5302658081054688,True,False,334,0.15625,4,0.7660810053348541,2.532585620880127,3.5676376819610596,3.9082608222961426,True,22.34215220498399,True,loose,5+,0.4030344512890714,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,False,0.5302658081054688
a1_multiheavy_ood_deeper_packets6_round8_eval,10,344,6,3.0,32.812024910567835,5,15.620018005371094,0.4760455365965641,1.0,True,9,0,1,17.192007064819336,21.324378967285156,4.13237190246582,0.24036587973035747,-1.6199524402618408,-2.361401081085205,0.7414486408233643,-1.6199524402618408,-2.361401081085205,21.408966064453125,11.403059959411621,True,4.216958999633789,True,False,344,0.0,4,0.7660810053348541,2.532585620880127,3.5676376819610596,3.9082608222961426,True,22.34215220498399,True,loose,5+,0.4030344512890714,mid_load,4,2,True,False,True,True,True,True,medium_gap,True,d4_mid_load,False,False,4.216958999633789
a1_multiheavy_ood_deeper_packets6_round8_eval,10,364,6,2.0,36.93983848074029,5,13.190343856811523,0.3570763814706096,1.0,True,9,0,1,23.749494552612305,24.750574111938477,1.0010795593261719,0.042151615357896494,-0.4286718964576721,-1.216875672340393,0.788203775882721,-0.4286718964576721,-1.216875672340393,24.750574111938477,12.189265251159668,True,1.0010795593261719,True,False,364,0.078125,4,0.7660810053348541,2.532585620880127,3.5676376819610596,3.9082608222961426,True,22.34215220498399,True,loose,5+,0.4030344512890714,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,False,1.0010795593261719
a1_multiheavy_ood_deeper_packets6_round8_eval,11,434,6,3.0,40.775155795032056,5,19.72873878479004,0.48384214358277794,1.0,True,9,0,1,21.046417236328125,22.881391525268555,1.8349742889404297,0.08718701469878155,-1.1446243524551392,-1.5043128728866577,0.35968852043151855,-1.1446243524551392,-1.5043128728866577,22.881391525268555,17.89376449584961,True,1.8349742889404297,True,False,434,0.0,4,1.5954982936382294,3.1433513164520264,4.191797733306885,4.566501617431641,True,2.9625541643771385,True,loose,5+,0.660164271047228,high_load,4,3,True,False,True,True,True,True,near_tie,True,d4_high_load,False,False,1.8349742889404297
a1_multiheavy_ood_deeper_packets6_round8_eval,15,524,6,3.0,30.94299128248013,5,13.748196601867676,0.4443072900211778,1.0,True,9,0,1,17.194795608520508,19.8977108001709,2.7029151916503906,0.15719379591293425,-0.5023610591888428,-1.0278533697128296,0.5254923105239868,-0.5023610591888428,-1.0278533697128296,19.8977108001709,11.045280456542969,True,2.7029151916503906,True,False,524,0.0,4,0.0870489776134491,2.6847290992736816,3.667060375213623,3.952929735183716,True,10.412599444656848,True,loose,5+,0.4751311886835501,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,False,2.7029151916503906
a1_multiheavy_ood_deeper_packets6_round8_eval,15,564,6,1.0,41.40866404742874,5,15.439902305603027,0.37286646794299955,1.0,True,9,0,1,25.968761444091797,26.793922424316406,0.8251609802246094,0.031775138063519136,-1.8677476644515991,-2.5507664680480957,0.6830188035964966,-1.8677476644515991,-2.5507664680480957,26.793922424316406,14.614741325378418,True,0.8251609802246094,True,False,564,0.15625,4,0.0870489776134491,2.6847290992736816,3.667060375213623,3.952929735183716,True,10.412599444656848,True,loose,5+,0.4751311886835501,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,False,0.8251609802246094
a1_multiheavy_ood_deeper_packets6_round8_eval,36,1164,5,3.0,40.6937552074043,5,18.409841537475586,0.45239967271749554,1.0,True,9,0,1,22.28391456604004,23.404556274414062,1.1206417083740234,0.05028926605569763,-0.3632395267486572,-0.9360151290893555,0.5727756023406982,-0.3632395267486572,-0.9360151290893555,23.404556274414062,17.28919792175293,True,1.1206417083740234,True,False,1164,0.046875,4,1.5853848457336426,2.792694091796875,3.3933863639831543,3.8908746242523193,False,3.0610732295817513,True,loose,5+,0.5337668263746292,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,False,1.1206417083740234
