suite,episode_index,decision_index,packet_count,packet_priority,packet_deadline,candidate_degree,best_candidate_slack,best_candidate_slack_ratio,feasible_candidate_fraction,any_feasible_candidate,max_candidate_path_length,target_next_hop,predicted_next_hop,best_candidate_cost,second_best_candidate_cost,oracle_action_gap,oracle_action_gap_ratio,model_top1_score,model_top2_score,model_margin,predicted_score,target_score,predicted_cost_to_go,predicted_slack,predicted_on_time,predicted_continuation_gap,strictly_suboptimal,target_match,row_in_suite,perturb_flip_rate,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,deadline_miss,regret,solved,slack_band,packet_band,load_percentile,load_band,depth_band,hard_condition_count,hard_feasible_case,large_gap_hard_feasible_case,oracle_near_tie_case,model_near_tie_case,hard_near_tie_intersection_case,baseline_error_hard_near_tie_case,gap_bucket,baseline_error,depth_load_regime,critical_packet_proxy,effective_tie_under_perturbation,stable_near_tie_case,high_headroom_near_tie_case,decodable_near_tie_case,weakly_decodable_near_tie_case
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,214,6,1.0,38.2294202769692,5,12.464856147766113,0.3260540195864649,1.0,True,9,1,0,25.764564514160156,27.561691284179688,1.7971267700195312,0.06975187836114341,2.410881757736206,2.359184980392456,0.05169677734375,2.410881757736206,2.359184980392456,27.561691284179688,10.667729377746582,True,1.7971267700195312,True,False,214,0.0,4,3.134959399700165,3.2189016342163086,4.070704936981201,4.44584321975708,True,8.939995694895657,True,loose,5+,0.5571428571428572,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,False,True,True,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,5,254,5,1.0,26.25215818488467,5,10.255977630615234,0.3906717900443083,1.0,True,9,1,0,15.996180534362793,17.745210647583008,1.7490301132202148,0.10934048346497281,2.5694057941436768,2.32100772857666,0.2483980655670166,2.5694057941436768,2.32100772857666,17.745210647583008,8.50694751739502,True,1.7490301132202148,True,False,254,0.0,4,0.5798769593238831,1.7771108150482178,4.258884429931641,4.501253604888916,True,2.0302331509062412,True,loose,5+,0.08414533443435178,low_load,4,2,True,False,True,True,True,True,near_tie,True,d4_low_load,False,False,True,True,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,7,334,6,2.0,36.00135987096314,5,14.39084529876709,0.3997306032424073,1.0,True,9,1,0,21.61051368713379,24.003925323486328,2.393411636352539,0.11075218622764622,2.5149710178375244,2.1547887325286865,0.3601822853088379,2.5149710178375244,2.1547887325286865,24.003925323486328,11.99743366241455,True,2.393411636352539,True,False,334,0.0,4,2.3538421988487244,2.537522077560425,2.9958298206329346,3.3580825328826904,True,8.33561942673424,True,loose,5+,0.3531791907514451,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,False,True,True,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,7,344,6,1.0,32.53375278671369,5,13.90080738067627,0.4272734065389824,1.0,True,9,0,1,18.632946014404297,21.735591888427734,3.1026458740234375,0.16651397323992248,3.12492299079895,2.8647940158843994,0.2601289749145508,3.12492299079895,2.8647940158843994,21.735591888427734,10.798160552978516,True,3.1026458740234375,True,False,344,0.0,4,2.3538421988487244,2.537522077560425,2.9958298206329346,3.3580825328826904,True,8.33561942673424,True,loose,5+,0.3531791907514451,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,False,True,True,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,21,804,6,2.0,28.759051941743206,5,9.22652816772461,0.32082170811522764,1.0,True,9,1,0,19.53252410888672,22.358150482177734,2.8256263732910156,0.14466263333602847,3.8269715309143066,3.8038012981414795,0.02317023277282715,3.8269715309143066,3.8038012981414795,22.358150482177734,6.400901794433594,True,2.8256263732910156,True,False,804,0.0,4,1.34152352809906,2.0910375118255615,3.7107269763946533,4.033210754394531,True,11.669910734506999,True,loose,5+,0.17894302229562345,low_load,4,2,True,False,True,True,True,True,near_tie,True,d4_low_load,False,False,True,True,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,23,864,6,3.0,32.25921113145169,5,15.132997512817383,0.4691062484805525,1.0,True,9,1,0,17.12621307373047,19.511449813842773,2.3852367401123047,0.13927403155873194,2.490741729736328,2.3663933277130127,0.12434840202331543,2.490741729736328,2.3663933277130127,19.511449813842773,12.747760772705078,True,2.3852367401123047,True,False,864,0.0,4,0.7460681200027466,2.221510648727417,3.1512930393218994,3.544705390930176,True,2.1494842776626797,True,loose,5+,0.24335260115606935,low_load,4,2,True,False,True,True,True,True,near_tie,True,d4_low_load,False,False,True,True,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,23,894,6,2.0,34.93184327358521,5,14.884002685546875,0.4260869536421478,1.0,True,9,1,0,20.047840118408203,22.320337295532227,2.2724971771240234,0.11335371609619857,2.5404703617095947,2.3372890949249268,0.20318126678466797,2.5404703617095947,2.3372890949249268,22.320337295532227,12.611505508422852,True,2.2724971771240234,True,False,894,0.0,4,0.7460681200027466,2.221510648727417,3.1512930393218994,3.544705390930176,True,2.1494842776626797,True,loose,5+,0.24335260115606935,low_load,4,2,True,False,True,True,True,True,near_tie,True,d4_low_load,False,False,True,True,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,30,1094,6,3.0,33.916499092260025,5,12.392410278320312,0.3653799952822473,1.0,True,9,1,0,21.524089813232422,25.00566291809082,3.4815731048583984,0.1617523962717356,3.4438436031341553,3.439626455307007,0.0042171478271484375,3.4438436031341553,3.439626455307007,29.297754287719727,4.618745803833008,True,7.773664474487305,True,False,1094,0.0,4,3.2478787302970886,2.478360176086426,4.622931480407715,4.921677589416504,True,29.277323519528863,True,loose,5+,0.3333608587943848,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,False,True,True,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,30,1124,6,1.0,30.1393531708799,5,9.250940322875977,0.30693891373269644,1.0,True,9,1,0,20.888412475585938,23.608264923095703,2.7198524475097656,0.13020867194616575,2.5783133506774902,2.215332508087158,0.36298084259033203,2.5783133506774902,2.215332508087158,23.608264923095703,6.531088352203369,True,2.7198524475097656,True,False,1124,0.0,4,3.2478787302970886,2.478360176086426,4.622931480407715,4.921677589416504,True,29.277323519528863,True,loose,5+,0.3333608587943848,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,False,True,True,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,30,1134,6,1.0,38.95463709866766,5,15.3100004196167,0.39302125651532094,1.0,True,9,1,0,23.644636154174805,26.669137954711914,3.0245018005371094,0.1279149224718812,2.4131100177764893,2.261096715927124,0.15201330184936523,2.4131100177764893,2.261096715927124,26.669137954711914,12.28549861907959,True,3.0245018005371094,True,False,1134,0.0,4,3.2478787302970886,2.478360176086426,4.622931480407715,4.921677589416504,True,29.277323519528863,True,loose,5+,0.3333608587943848,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,False,True,True,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,31,1154,6,3.0,34.34177159692949,5,15.31490421295166,0.44595556666974545,1.0,True,9,1,0,19.026866912841797,22.33681297302246,3.309946060180664,0.17396169718024795,3.4616901874542236,3.430135488510132,0.0315546989440918,3.4616901874542236,3.430135488510132,27.081520080566406,7.260251045227051,True,8.05465316772461,True,False,1154,0.0,4,2.7970815896987915,2.435349225997925,4.130944728851318,4.534902095794678,True,7.516078902854673,True,loose,5+,0.31948802642444263,low_load,4,2,True,False,True,True,True,True,near_tie,True,d4_low_load,False,False,True,True,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,32,1254,5,1.0,39.02650620636883,5,10.324625968933105,0.2645541959184705,1.0,True,9,1,0,28.701879501342773,32.16228485107422,3.4604053497314453,0.12056371951424141,2.4440343379974365,2.4042980670928955,0.039736270904541016,2.4440343379974365,2.4042980670928955,34.42961120605469,4.596895217895508,True,5.727731704711914,True,False,1254,0.0,4,2.0654331743717194,2.6335349082946777,4.597346782684326,4.963913440704346,True,7.60788868093411,True,loose,5+,0.3966143682906689,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,False,True,True,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,33,1284,5,2.0,29.925002995848406,5,11.396909713745117,0.3808490751137518,1.0,True,9,0,1,18.528093338012695,20.559839248657227,2.0317459106445312,0.10965758179100658,3.0962655544281006,2.9311399459838867,0.16512560844421387,3.0962655544281006,2.9311399459838867,20.559839248657227,9.365163803100586,True,2.0317459106445312,True,False,1284,0.0,4,0.5990371108055115,2.0270581245422363,4.081131935119629,4.361600399017334,True,0.570172876746085,True,loose,5+,0.15747316267547481,low_load,4,2,True,False,True,True,True,True,near_tie,True,d4_low_load,False,False,True,True,False,True
