suite,episode_index,decision_index,packet_count,packet_priority,packet_deadline,candidate_degree,best_candidate_slack,best_candidate_slack_ratio,feasible_candidate_fraction,any_feasible_candidate,max_candidate_path_length,target_next_hop,base_predicted_next_hop,best_candidate_cost,second_best_candidate_cost,oracle_action_gap,oracle_action_gap_ratio,model_top1_score,model_top2_score,base_model_margin,predicted_score,target_score,base_predicted_cost_to_go,predicted_slack,base_predicted_on_time,base_predicted_continuation_gap,strictly_suboptimal,base_target_match,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,deadline_miss,regret,solved,slack_band,packet_band,load_percentile,load_band,depth_band,hard_condition_count,hard_feasible_case,large_gap_hard_feasible_case,oracle_near_tie_case,model_near_tie_case,hard_near_tie_intersection_case,baseline_error_hard_near_tie_case,gap_bucket,baseline_error,depth_load_regime,critical_packet_proxy,perturb_flip_rate,effective_tie_under_perturbation,stable_near_tie_case,high_headroom_near_tie_case,decodable_near_tie_case,weakly_decodable_near_tie_case,compute_predicted_next_hop,compute_target_match,compute_predicted_continuation_gap,compute_predicted_on_time,compute_predicted_cost_to_go,compute_model_margin,action_changed,delta_regret,delta_cost_to_go,delta_miss,helpful_compute,harmful_compute,neutral_compute,helpfulness,compute_recovers_baseline_error,compute_breaks_baseline_success,teacher_next_hop
a1_multiheavy_mixed_compute_round9_eval_seed315,0,0,1,2.0,28.060824998373043,1,0.3498031198978424,0.01246588865146067,1.0,True,9,18,18,27.711021423339844,27.711021423339844,0.0,0.0,-15.666897773742676,-15.666897773742676,0.0,-15.666897773742676,-15.666897773742676,27.711021423339844,0.3498031198978424,True,0.0,False,True,4,1.1147014200687408,3.9689717292785645,5.652098178863525,5.789022445678711,True,0.0,True,critical,1,0.7460468058191019,high_load,4,3,True,False,True,True,True,False,near_tie,False,d4_high_load,True,0.0,False,True,False,False,True,18,True,0.0,True,27.711021423339844,0.0,False,0.0,0.0,0,False,False,True,neutral,False,False,18
a1_multiheavy_mixed_compute_round9_eval_seed315,0,1,1,2.0,28.060824998373043,3,4.644746780395508,0.16552424173789645,0.3333333333333333,True,10,14,14,23.416078567504883,23.416078567504883,0.0,0.0,-13.092900276184082,-16.82935905456543,3.7364587783813477,-13.092900276184082,-13.092900276184082,23.416078567504883,4.644746780395508,True,0.0,False,True,4,1.1147014200687408,3.9689717292785645,5.652098178863525,5.789022445678711,True,0.0,True,moderate,1,0.7460468058191019,high_load,4,2,True,False,True,True,True,False,near_tie,False,d4_high_load,False,0.0,False,True,False,False,True,14,True,0.0,True,23.416078567504883,4.812602996826172,False,0.0,0.0,0,False,False,True,neutral,False,False,14
a1_multiheavy_mixed_compute_round9_eval_seed315,0,2,1,2.0,28.060824998373043,3,8.717328071594238,0.31065829575928955,0.6666666666666666,True,9,12,12,19.343496322631836,26.74091339111328,7.397417068481445,0.3824239912526304,-12.427230834960938,-13.281892776489258,0.8546619415283203,-12.427230834960938,-12.427230834960938,19.343496322631836,8.717328071594238,True,0.0,False,True,4,1.1147014200687408,3.9689717292785645,5.652098178863525,5.789022445678711,True,0.0,True,loose,1,0.7460468058191019,high_load,4,2,True,True,False,True,False,False,large_gap,False,d4_high_load,False,0.0,False,False,False,False,False,12,True,0.0,True,19.343496322631836,0.6615219116210938,False,0.0,0.0,0,False,False,True,neutral,False,False,12
a1_multiheavy_mixed_compute_round9_eval_seed315,0,3,1,2.0,28.060824998373043,3,11.779680252075195,0.4197909453039309,1.0,True,8,10,10,16.281145095825195,24.118389129638672,7.837244033813477,0.48136933782520613,-5.421651363372803,-12.870057106018066,7.448405742645264,-5.421651363372803,-5.421651363372803,16.281145095825195,11.779680252075195,True,0.0,False,True,4,1.1147014200687408,3.9689717292785645,5.652098178863525,5.789022445678711,True,0.0,True,loose,1,0.7460468058191019,high_load,4,2,True,True,False,False,False,False,large_gap,False,d4_high_load,False,0.0,False,False,False,False,False,10,True,0.0,True,16.281145095825195,7.059989929199219,False,0.0,0.0,0,False,False,True,neutral,False,False,10
a1_multiheavy_mixed_compute_round9_eval_seed315,0,4,1,2.0,28.060824998373043,5,15.324538230895996,0.5461185917300901,1.0,True,7,1,1,12.736286163330078,14.589078903198242,1.852792739868164,0.1454735482626535,-8.846070289611816,-9.350902557373047,0.5048322677612305,-8.846070289611816,-8.846070289611816,12.736286163330078,15.324538230895996,True,0.0,False,True,4,1.1147014200687408,3.9689717292785645,5.652098178863525,5.789022445678711,True,0.0,True,loose,1,0.7460468058191019,high_load,4,2,True,False,True,True,True,False,near_tie,False,d4_high_load,False,0.0,False,True,False,False,True,1,True,0.0,True,12.736286163330078,1.2397522926330566,False,0.0,0.0,0,False,False,True,neutral,False,False,1
a1_multiheavy_mixed_compute_round9_eval_seed315,0,5,1,2.0,28.060824998373043,5,18.575302124023438,0.6619656451690364,1.0,True,6,2,2,9.485522270202637,15.080598831176758,5.595076560974121,0.5898543487215485,-0.43505239486694336,-9.787060737609863,9.35200834274292,-0.43505239486694336,-0.43505239486694336,9.485522270202637,18.575302124023438,True,0.0,False,True,4,1.1147014200687408,3.9689717292785645,5.652098178863525,5.789022445678711,True,0.0,True,loose,1,0.7460468058191019,high_load,4,2,True,True,False,False,False,False,medium_gap,False,d4_high_load,False,0.0,False,False,False,False,False,2,True,0.0,True,9.485522270202637,7.576321601867676,False,0.0,0.0,0,False,False,True,neutral,False,False,2
a1_multiheavy_mixed_compute_round9_eval_seed315,0,6,1,2.0,28.060824998373043,5,22.684484481811523,0.8084040466781273,1.0,True,6,5,5,5.376341342926025,9.918513298034668,4.542171955108643,0.8448444147031421,4.575194358825684,-5.4971723556518555,10.072366714477539,4.575194358825684,4.575194358825684,5.376341342926025,22.684484481811523,True,0.0,False,True,4,1.1147014200687408,3.9689717292785645,5.652098178863525,5.789022445678711,True,0.0,True,loose,1,0.7460468058191019,high_load,4,2,True,False,False,False,False,False,medium_gap,False,d4_high_load,False,0.0,False,False,False,False,False,5,True,0.0,True,5.376341342926025,6.8768837451934814,False,0.0,0.0,0,False,False,True,neutral,False,False,5
a1_multiheavy_mixed_compute_round9_eval_seed315,0,7,1,2.0,28.060824998373043,3,25.09598159790039,0.8943422582677254,1.0,True,4,9,9,2.964843988418579,9.283384323120117,6.318540334701538,2.13115440791601,3.9039690494537354,1.8137394189834595,2.090229630470276,3.9039690494537354,3.9039690494537354,2.964843988418579,25.09598159790039,True,0.0,False,True,4,1.1147014200687408,3.9689717292785645,5.652098178863525,5.789022445678711,True,0.0,True,loose,1,0.7460468058191019,high_load,4,2,True,True,False,True,False,False,medium_gap,False,d4_high_load,False,0.0,False,False,False,False,False,9,True,0.0,True,2.964843988418579,3.0621509552001953,False,0.0,0.0,0,False,False,True,neutral,False,False,9
a1_multiheavy_mixed_compute_round9_eval_seed315,1,8,6,3.0,25.678752847513024,1,4.453968048095703,0.17344954696766232,1.0,True,9,14,14,21.22478485107422,21.22478485107422,0.0,0.0,-15.506385803222656,-15.506385803222656,0.0,-15.506385803222656,-15.506385803222656,21.22478485107422,4.453968048095703,True,0.0,False,True,3,0.39710450172424316,2.3359458446502686,3.0827548503875732,3.226412534713745,True,11.699212749537196,True,moderate,5+,0.0480708412397217,low_load,3,1,False,False,False,False,False,False,near_tie,False,d3_low_load,False,0.0,False,False,False,False,False,14,True,0.0,True,21.22478485107422,0.0,False,0.0,0.0,0,False,False,True,neutral,False,False,14
a1_multiheavy_mixed_compute_round9_eval_seed315,1,9,6,3.0,25.678752847513024,3,7.880410194396973,0.3068844597396476,0.3333333333333333,True,10,12,12,17.798341751098633,17.798341751098633,0.0,0.0,-12.985932350158691,-16.30428695678711,3.318354606628418,-12.985932350158691,-12.985932350158691,17.798341751098633,7.880410194396973,True,0.0,False,True,3,0.39710450172424316,2.3359458446502686,3.0827548503875732,3.226412534713745,True,11.699212749537196,True,loose,5+,0.0480708412397217,low_load,3,1,False,False,False,False,False,False,near_tie,False,d3_low_load,False,0.0,False,False,False,False,False,12,True,0.0,True,17.798341751098633,4.213356018066406,False,0.0,0.0,0,False,False,True,neutral,False,False,12
