suite,episode_index,decision_index,packet_count,packet_priority,packet_deadline,candidate_degree,best_candidate_slack,best_candidate_slack_ratio,feasible_candidate_fraction,any_feasible_candidate,max_candidate_path_length,target_next_hop,predicted_next_hop,best_candidate_cost,second_best_candidate_cost,oracle_action_gap,oracle_action_gap_ratio,model_top1_score,model_top2_score,model_margin,predicted_score,target_score,predicted_cost_to_go,predicted_slack,predicted_on_time,predicted_continuation_gap,strictly_suboptimal,target_match,row_in_suite,perturb_flip_rate,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,deadline_miss,regret,solved,slack_band,packet_band,load_percentile,load_band,depth_band,hard_condition_count,hard_feasible_case,large_gap_hard_feasible_case,oracle_near_tie_case,model_near_tie_case,hard_near_tie_intersection_case,baseline_error_hard_near_tie_case,gap_bucket,baseline_error,depth_load_regime,critical_packet_proxy,effective_tie_under_perturbation,stable_near_tie_case,high_headroom_near_tie_case,decodable_near_tie_case,weakly_decodable_near_tie_case
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,1,6,3.0,34.564875848397655,3,9.918359756469727,0.28694909248255024,0.6666666666666666,True,12,105,105,24.646516799926758,32.03097915649414,7.384462356567383,0.29961484685695333,-11.658000946044922,-19.25006675720215,7.592065811157227,-11.658000946044922,-11.658000946044922,24.646516799926758,9.918359756469727,True,0.0,False,True,1,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,True,False,False,False,False,large_gap,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,2,6,3.0,34.564875848397655,3,12.413100242614746,0.3591246876470464,1.0,True,11,101,101,22.151775360107422,30.070756912231445,7.918981552124023,0.35748744393576326,-11.505294799804688,-14.579328536987305,3.074033737182617,-11.505294799804688,-11.505294799804688,22.151775360107422,12.413100242614746,True,0.0,False,True,2,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,True,False,True,False,False,large_gap,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,5,6,3.0,34.564875848397655,5,21.556489944458008,0.6236530412840269,1.0,True,8,66,66,13.008386611938477,17.8902587890625,4.881872177124023,0.37528652266866624,5.176000595092773,0.7512585520744324,4.424742043018341,5.176000595092773,5.176000595092773,13.008386611938477,21.556489944458008,True,0.0,False,True,5,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,True,False,False,False,False,medium_gap,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,7,6,3.0,34.564875848397655,3,27.167179107666016,0.7859764700681088,1.0,True,6,70,70,7.3976969718933105,12.673208236694336,5.275511264801025,0.7131288676522866,12.615741729736328,3.453073740005493,9.162667989730835,12.615741729736328,12.615741729736328,7.3976969718933105,27.167179107666016,True,0.0,False,True,7,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,True,False,False,False,False,medium_gap,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,8,6,3.0,34.564875848397655,3,29.67596435546875,0.8585583956854992,1.0,True,5,75,75,4.888912200927734,11.16351318359375,6.274600982666016,1.2834349901958413,11.526060104370117,6.758976459503174,4.767083644866943,11.526060104370117,11.526060104370117,4.888912200927734,29.67596435546875,True,0.0,False,True,8,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,True,False,False,False,False,medium_gap,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,9,6,3.0,34.564875848397655,3,32.24906921386719,0.9330011586129328,1.0,True,4,85,85,2.315805196762085,7.5325775146484375,5.2167723178863525,2.252681842661181,17.727807998657227,10.47867202758789,7.249135971069336,17.727807998657227,17.727807998657227,2.315805196762085,32.24906921386719,True,0.0,False,True,9,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,True,False,False,False,False,medium_gap,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,13,6,3.0,37.29123799749512,3,15.945562362670898,0.42759541433679343,1.0,True,10,98,98,21.34567642211914,28.597822189331055,7.252145767211914,0.33974776080166685,-3.0627291202545166,-11.780384063720703,8.717654943466187,-3.0627291202545166,-3.0627291202545166,21.34567642211914,15.945562362670898,True,0.0,False,True,13,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,True,False,False,False,False,large_gap,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,15,6,3.0,37.29123799749512,5,24.574684143066406,0.658993518657576,1.0,True,8,34,34,12.716554641723633,18.192649841308594,5.476095199584961,0.4306272692461547,4.495065212249756,0.7731067538261414,3.7219584584236145,4.495065212249756,4.495065212249756,12.716554641723633,24.574684143066406,True,0.0,False,True,15,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,True,False,True,False,False,medium_gap,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,17,6,3.0,37.29123799749512,3,31.077009201049805,0.8333595469031432,1.0,True,6,39,39,6.21422815322876,11.631001472473145,5.416773319244385,0.8716727461044318,8.888931274414062,0.8342922925949097,8.054638981819153,8.888931274414062,8.888931274414062,6.21422815322876,31.077009201049805,True,0.0,False,True,17,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,True,False,False,False,False,medium_gap,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,19,6,3.0,37.29123799749512,3,34.77537536621094,0.9325347516901109,1.0,True,4,57,57,2.515861749649048,8.018345832824707,5.502484083175659,2.1871170321434525,14.308917999267578,7.969123363494873,6.339794635772705,14.308917999267578,14.308917999267578,2.515861749649048,34.77537536621094,True,0.0,False,True,19,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,True,False,False,False,False,medium_gap,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,26,6,3.0,41.33682651656091,5,29.696104049682617,0.7183934170124396,1.0,True,7,4,4,11.64072322845459,16.718942642211914,5.078219413757324,0.43624604022404057,7.562560558319092,0.15960562229156494,7.402954936027527,7.562560558319092,7.562560558319092,11.64072322845459,29.696104049682617,True,0.0,False,True,26,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,True,False,False,False,False,medium_gap,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,27,6,3.0,41.33682651656091,3,32.3724365234375,0.7831379244961638,1.0,True,6,7,7,8.96438980102539,16.31851577758789,7.3541259765625,0.8203710614771905,9.973217964172363,1.9496432542800903,8.023574709892273,9.973217964172363,9.973217964172363,8.96438980102539,32.3724365234375,True,0.0,False,True,27,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,True,False,False,False,False,large_gap,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,28,6,3.0,41.33682651656091,3,35.61436462402344,0.861565040793713,1.0,True,5,12,12,5.722463130950928,12.638877868652344,6.916414737701416,1.2086429531180019,8.930563926696777,4.756738185882568,4.173825740814209,8.930563926696777,8.930563926696777,5.722463130950928,35.61436462402344,True,0.0,False,True,28,0.0,4,1.7334859371185303,2.108258008956909,3.572575330734253,4.033788204193115,True,1.504192350946596,True,loose,5+,0.19281585466556564,low_load,4,2,True,True,False,False,False,False,large_gap,False,d4_low_load,False,False,False,False,False,False
