suite,episode_index,decision_index,packet_count,packet_priority,packet_deadline,candidate_degree,best_candidate_slack,best_candidate_slack_ratio,feasible_candidate_fraction,any_feasible_candidate,max_candidate_path_length,target_next_hop,base_predicted_next_hop,best_candidate_cost,second_best_candidate_cost,oracle_action_gap,oracle_action_gap_ratio,model_top1_score,model_top2_score,base_model_margin,predicted_score,target_score,base_predicted_cost_to_go,predicted_slack,base_predicted_on_time,base_predicted_continuation_gap,strictly_suboptimal,base_target_match,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,deadline_miss,regret,solved,slack_band,packet_band,load_percentile,load_band,depth_band,hard_condition_count,hard_feasible_case,large_gap_hard_feasible_case,oracle_near_tie_case,model_near_tie_case,hard_near_tie_intersection_case,baseline_error_hard_near_tie_case,gap_bucket,baseline_error,depth_load_regime,critical_packet_proxy,perturb_flip_rate,effective_tie_under_perturbation,stable_near_tie_case,high_headroom_near_tie_case,decodable_near_tie_case,weakly_decodable_near_tie_case,compute_predicted_next_hop,compute_target_match,compute_predicted_continuation_gap,compute_predicted_on_time,compute_predicted_cost_to_go,compute_model_margin,action_changed,delta_regret,delta_cost_to_go,delta_miss,helpful_compute,harmful_compute,neutral_compute,helpfulness,compute_recovers_baseline_error,compute_breaks_baseline_success,teacher_next_hop
a1_multiheavy_mixed_compute_round9_eval_seed316,0,0,1,1.0,19.633033637949193,1,0.5576135516166687,0.02840180289503723,1.0,True,7,12,12,19.075420379638672,19.075420379638672,0.0,0.0,-8.563389778137207,-8.563389778137207,0.0,-8.563389778137207,-8.563389778137207,19.075420379638672,0.5576135516166687,True,0.0,False,True,3,1.3623326420783997,4.511847972869873,6.313377380371094,6.446390151977539,True,2.1396720473239164,True,very_tight,1,0.9480273141122914,high_load,3,2,True,False,True,True,True,False,near_tie,False,d3_high_load,True,0.0,False,True,False,False,True,12,True,0.0,True,19.075420379638672,0.0,False,0.0,0.0,0,False,False,True,neutral,False,False,12
a1_multiheavy_mixed_compute_round9_eval_seed316,0,1,1,1.0,19.633033637949193,3,2.9858007431030273,0.15208045777152324,0.3333333333333333,True,8,10,10,16.647232055664062,16.647232055664062,0.0,0.0,0.5755918622016907,-7.567790508270264,8.143382370471954,0.5755918622016907,0.5755918622016907,16.647232055664062,2.9858007431030273,True,0.0,False,True,3,1.3623326420783997,4.511847972869873,6.313377380371094,6.446390151977539,True,2.1396720473239164,True,moderate,1,0.9480273141122914,high_load,3,1,False,False,False,False,False,False,near_tie,False,d3_high_load,False,0.0,False,False,False,False,False,10,True,0.0,True,16.647232055664062,18.524169921875,False,0.0,0.0,0,False,False,True,neutral,False,False,10
a1_multiheavy_mixed_compute_round9_eval_seed316,0,2,1,1.0,19.633033637949193,5,5.361625671386719,0.2730920636239881,0.6,True,7,0,1,14.271408081054688,16.09308433532715,1.821676254272461,0.12764516604992457,2.831540584564209,2.4799466133117676,0.3515939712524414,2.831540584564209,2.4799466133117676,16.09308433532715,3.5399491786956787,True,1.821676254272461,True,False,3,1.3623326420783997,4.511847972869873,6.313377380371094,6.446390151977539,True,2.1396720473239164,True,loose,1,0.9480273141122914,high_load,3,1,False,False,False,False,False,False,near_tie,True,d3_high_load,False,0.0,False,False,False,False,False,1,False,1.821676254272461,True,16.09308433532715,1.219967007637024,False,0.0,0.0,0,False,False,True,neutral,False,False,1
a1_multiheavy_mixed_compute_round9_eval_seed316,0,3,1,1.0,19.633033637949193,5,9.665538787841797,0.4923099998748553,0.4,True,6,2,2,9.96749496459961,13.324939727783203,3.3574447631835938,0.3368393738956317,7.519834518432617,-0.7562457323074341,8.276080250740051,7.519834518432617,7.519834518432617,9.96749496459961,9.665538787841797,True,0.0,False,True,3,1.3623326420783997,4.511847972869873,6.313377380371094,6.446390151977539,True,2.1396720473239164,True,loose,1,0.9480273141122914,high_load,3,1,False,False,False,False,False,False,near_tie,False,d3_high_load,False,0.0,False,False,False,False,False,2,True,0.0,True,9.96749496459961,4.617813944816589,False,0.0,0.0,0,False,False,True,neutral,False,False,2
a1_multiheavy_mixed_compute_round9_eval_seed316,0,4,1,1.0,19.633033637949193,5,12.954594612121582,0.6598366228579833,1.0,True,5,5,5,6.678438663482666,12.820001602172852,6.1415629386901855,0.9196105928578655,13.1937837600708,-1.0465730428695679,14.240356802940369,13.1937837600708,13.1937837600708,6.678438663482666,12.954594612121582,True,0.0,False,True,3,1.3623326420783997,4.511847972869873,6.313377380371094,6.446390151977539,True,2.1396720473239164,True,loose,1,0.9480273141122914,high_load,3,1,False,False,False,False,False,False,medium_gap,False,d3_high_load,False,0.0,False,False,False,False,False,5,True,0.0,True,6.678438663482666,6.1873273849487305,False,0.0,0.0,0,False,False,True,neutral,False,False,5
a1_multiheavy_mixed_compute_round9_eval_seed316,0,5,1,1.0,19.633033637949193,3,16.412769317626953,0.8359772422486096,1.0,True,4,8,8,3.220264196395874,11.848494529724121,8.628230333328247,2.679354800449286,9.605049133300781,-1.6426540613174438,11.247703194618225,9.605049133300781,9.605049133300781,3.220264196395874,16.412769317626953,True,0.0,False,True,3,1.3623326420783997,4.511847972869873,6.313377380371094,6.446390151977539,True,2.1396720473239164,True,loose,1,0.9480273141122914,high_load,3,1,False,False,False,False,False,False,large_gap,False,d3_high_load,False,0.0,False,False,False,False,False,8,True,0.0,True,3.220264196395874,1.5523462295532227,False,0.0,0.0,0,False,False,True,neutral,False,False,8
a1_multiheavy_mixed_compute_round9_eval_seed316,1,6,5,3.0,31.816897745587827,1,0.17947307229042053,0.005640809915709295,1.0,True,11,51,51,31.63742446899414,31.63742446899414,0.0,0.0,-14.758344650268555,-14.758344650268555,0.0,-14.758344650268555,-14.758344650268555,31.63742446899414,0.17947307229042053,True,0.0,False,True,4,0.7720269113779068,3.5345282554626465,6.113343238830566,6.386472702026367,True,7.65791966241207,True,critical,5+,0.5800455235204856,mid_load,4,3,True,False,True,True,True,False,near_tie,False,d4_mid_load,True,0.0,False,True,False,False,True,51,True,0.0,True,31.63742446899414,0.0,False,0.0,0.0,0,False,False,True,neutral,False,False,51
a1_multiheavy_mixed_compute_round9_eval_seed316,1,7,5,3.0,31.816897745587827,3,3.357487916946411,0.10552530745748168,0.3333333333333333,True,12,46,46,28.459409713745117,28.459409713745117,0.0,0.0,-12.774551391601562,-17.23733139038086,4.462779998779297,-12.774551391601562,-12.774551391601562,28.459409713745117,3.357487916946411,True,0.0,False,True,4,0.7720269113779068,3.5345282554626465,6.113343238830566,6.386472702026367,True,7.65791966241207,True,moderate,5+,0.5800455235204856,mid_load,4,2,True,False,True,False,False,False,near_tie,False,d4_mid_load,False,0.0,False,False,False,False,False,46,True,0.0,True,28.459409713745117,4.906482696533203,False,0.0,0.0,0,False,False,True,neutral,False,False,46
a1_multiheavy_mixed_compute_round9_eval_seed316,1,8,5,3.0,31.816897745587827,3,5.578761577606201,0.1753395828284305,0.3333333333333333,True,11,44,44,26.238136291503906,26.238136291503906,0.0,0.0,-7.7844648361206055,-11.278182029724121,3.4937171936035156,-7.7844648361206055,-7.7844648361206055,26.238136291503906,5.578761577606201,True,0.0,False,True,4,0.7720269113779068,3.5345282554626465,6.113343238830566,6.386472702026367,True,7.65791966241207,True,moderate,5+,0.5800455235204856,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,0.0,False,True,False,False,True,44,True,0.0,True,26.238136291503906,2.7837276458740234,False,0.0,0.0,0,False,False,True,neutral,False,False,44
a1_multiheavy_mixed_compute_round9_eval_seed316,1,9,5,3.0,31.816897745587827,3,8.471513748168945,0.26625832021425544,0.6666666666666666,True,10,42,42,23.34538459777832,29.61227035522461,6.266885757446289,0.26844217242163926,1.332095980644226,-10.85218334197998,12.184279322624207,1.332095980644226,1.332095980644226,23.34538459777832,8.471513748168945,True,0.0,False,True,4,0.7720269113779068,3.5345282554626465,6.113343238830566,6.386472702026367,True,7.65791966241207,True,loose,5+,0.5800455235204856,mid_load,4,2,True,False,False,False,False,False,medium_gap,False,d4_mid_load,False,0.0,False,False,False,False,False,42,True,0.0,True,23.34538459777832,17.11372661590576,False,0.0,0.0,0,False,False,True,neutral,False,False,42
